Facility,Calendar Year,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,Total Operations
APA,2005,0,"56,012","132,715","1,507","190,234","155,689","1,581","157,270","347,504"
APA,2006,0,"52,260","130,332","1,503","184,095","134,461","1,243","135,704","319,799"
APA,2007,0,"52,051","137,110","2,386","191,547","144,078","1,426","145,504","337,051"
APA,2008,3,"44,376","129,412","2,253","176,044","143,634","1,271","144,905","320,949"
APA,2009,1,"33,065","106,804","2,594","142,464","117,356","3,206","120,562","263,026"
APA,2010,30,"31,278","119,049","3,376","153,733","124,264","5,189","129,453","283,186"
APA,2011,68,"36,191","126,112","3,482","165,853","125,025","3,713","128,738","294,591"
APA,2012,44,"33,248","134,904","3,075","171,271","123,721","3,574","127,295","298,566"
APA,2013,32,"30,947","134,927","2,446","168,352","121,830","2,202","124,032","292,384"
APA,2014,88,"33,857","140,133","3,469","177,547","129,090","2,820","131,910","309,457"
APA,2015,93,"26,447","133,055","3,293","162,888","147,668","2,726","150,394","313,282"
Sub-Total for APA,,359,"481,620","1,559,395","31,428","2,072,802","1,632,856","31,046","1,663,902","3,736,704"
APC,2004,2,"3,621","53,180",325,"57,128","55,299",212,"55,511","112,639"
APC,2005,0,"3,525","55,669",265,"59,459","58,803",92,"58,895","118,354"
APC,2006,4,"4,075","55,707",217,"60,003","56,397",88,"56,485","116,488"
APC,2007,0,"4,360","63,354",215,"67,929","53,895",146,"54,041","121,970"
APC,2008,0,"4,374","58,804",199,"63,377","55,897",333,"56,230","119,607"
APC,2009,0,"3,040","47,739",343,"51,122","49,386",64,"49,450","100,572"
APC,2010,9,"3,381","34,401",226,"38,017","26,782",30,"26,812","64,829"
APC,2011,8,"6,792","26,185",162,"33,147","22,786",42,"22,828","55,975"
APC,2012,0,"4,817","25,638",126,"30,581","13,355",50,"13,405","43,986"
APC,2013,1,"4,057","26,560",107,"30,725","14,731",31,"14,762","45,487"
APC,2014,2,"4,321","26,114",175,"30,612","12,901",73,"12,974","43,586"
APC,2015,7,"4,958","29,918",315,"35,198","13,718",338,"14,056","49,254"
Sub-Total for APC,,33,"51,321","503,269","2,675","557,298","433,950","1,499","435,449","992,747"
APF,2004,0,"11,372","89,103",175,"100,650","36,934",20,"36,954","137,604"
APF,2005,0,"13,595","92,799",113,"106,507","51,892",21,"51,913","158,420"
APF,2006,55,"11,940","89,956",84,"102,035","32,718",194,"32,912","134,947"
APF,2007,0,"11,638","86,417",46,"98,101","30,335",10,"30,345","128,446"
APF,2008,0,"11,851","81,794",84,"93,729","35,515",14,"35,529","129,258"
APF,2009,0,"6,773","67,188",96,"74,057","26,849",52,"26,901","100,958"
APF,2010,0,"7,658","56,868",107,"64,633","17,708",8,"17,716","82,349"
APF,2011,0,"8,135","57,173",238,"65,546","17,617",0,"17,617","83,163"
APF,2012,95,"8,763","59,578",184,"68,620","17,645",8,"17,653","86,273"
APF,2013,0,"9,664","61,533",186,"71,383","20,514",32,"20,546","91,929"
APF,2014,0,"10,942","62,156",200,"73,298","19,752",28,"19,780","93,078"
APF,2015,0,"11,718","66,857",219,"78,794","20,130",12,"20,142","98,936"
Sub-Total for APF,,150,"124,049","871,422","1,732","997,353","327,609",399,"328,008","1,325,361"
ARA,2004,95,"14,652","9,009","5,259","29,015","37,293","2,394","39,687","68,702"
ARA,2005,169,"30,366","8,580","7,090","46,205","46,742","2,788","49,530","95,735"
ARA,2006,159,"18,362","20,046","7,014","45,581","79,332","3,219","82,551","128,132"
ARA,2007,120,"17,477","24,524","6,004","48,125","93,940","3,109","97,049","145,174"
ARA,2008,225,"22,816","27,184","5,856","56,081","99,789","1,524","101,313","157,394"
ARA,2009,165,"15,391","25,328","6,871","47,755","75,238","1,906","77,144","124,899"
ARA,2010,175,"13,858","24,181","6,680","44,894","79,137","1,929","81,066","125,960"
ARA,2011,282,"16,104","18,000","6,973","41,359","65,140","1,652","66,792","108,151"
ARA,2012,206,"16,208","12,218","4,689","33,321","51,178","1,284","52,462","85,783"
ARA,2013,223,"15,149","11,166","2,791","29,329","63,166","1,002","64,168","93,497"
ARA,2014,226,"12,220","13,517","2,728","28,691","59,771","1,492","61,263","89,954"
ARA,2015,207,"8,154","12,935","2,161","23,457","50,065",831,"50,896","74,353"
Sub-Total for ARA,,"2,252","200,757","206,688","64,116","473,813","800,791","23,130","823,921","1,297,734"
ARB,2004,0,"1,841","24,853",73,"26,767","38,749",0,"38,749","65,516"
ARB,2005,0,"2,105","24,942",17,"27,064","40,871",5,"40,876","67,940"
ARB,2006,0,"2,082","26,530",263,"28,875","42,910",0,"42,910","71,785"
ARB,2007,0,"1,876","25,483",243,"27,602","45,251",0,"45,251","72,853"
ARB,2008,0,"1,198","22,677",42,"23,917","40,991",2,"40,993","64,910"
ARB,2009,0,376,"21,195",22,"21,593","35,508",8,"35,516","57,109"
ARB,2010,20,208,"21,102",33,"21,363","42,629",7,"42,636","63,999"
ARB,2011,9,272,"21,016",36,"21,333","35,893",2,"35,895","57,228"
ARB,2012,5,474,"23,285",51,"23,815","39,737",3,"39,740","63,555"
ARB,2013,2,556,"21,943",40,"22,541","35,202",3,"35,205","57,746"
ARB,2014,7,524,"21,728",57,"22,316","35,051",3,"35,054","57,370"
ARB,2015,0,524,"22,373",47,"22,944","33,953",18,"33,971","56,915"
Sub-Total for ARB,,43,"12,036","277,127",924,"290,130","466,745",51,"466,796","756,926"
ARR,2004,0,544,"52,644",283,"53,471","59,202",63,"59,265","112,736"
ARR,2005,0,669,"38,943",427,"40,039","41,849",176,"42,025","82,064"
ARR,2006,0,716,"33,934",345,"34,995","34,984",194,"35,178","70,173"
ARR,2007,0,704,"32,861",255,"33,820","30,505",408,"30,913","64,733"
ARR,2008,0,629,"34,459",144,"35,232","30,504",29,"30,533","65,765"
ARR,2009,0,492,"42,711",233,"43,436","36,182",295,"36,477","79,913"
ARR,2010,0,670,"41,302",236,"42,208","32,624",186,"32,810","75,018"
ARR,2011,0,786,"40,403",242,"41,431","33,118",259,"33,377","74,808"
ARR,2012,5,754,"33,708",239,"34,706","33,668",199,"33,867","68,573"
ARR,2013,24,819,"31,443",170,"32,456","31,521",74,"31,595","64,051"
ARR,2014,21,977,"28,498",256,"29,752","29,455",97,"29,552","59,304"
ARR,2015,27,893,"30,079",343,"31,342","30,461",276,"30,737","62,079"
Sub-Total for ARR,,77,"8,653","440,985","3,173","452,888","424,073","2,256","426,329","879,217"
ASE,2004,"5,224","12,446","25,023",71,"42,764","1,205",22,"1,227","43,991"
ASE,2005,"5,223","12,522","25,140",110,"42,995","1,243",15,"1,258","44,253"
ASE,2006,"5,410","13,904","24,721",71,"44,106",609,23,632,"44,738"
ASE,2007,"6,380","12,786","22,351",46,"41,563","1,162",19,"1,181","42,744"
ASE,2008,"7,849","12,750","22,334",51,"42,984","3,575",27,"3,602","46,586"
ASE,2009,"8,359","10,247","19,670",97,"38,373","1,383",30,"1,413","39,786"
ASE,2010,"9,698","7,945","16,005",87,"33,735","3,837",31,"3,868","37,603"
ASE,2011,"9,682","8,664","15,677",76,"34,099","3,494",22,"3,516","37,615"
ASE,2012,"9,485","8,797","14,985",83,"33,350","3,508",42,"3,550","36,900"
ASE,2013,"8,307","9,428","14,266",59,"32,060","3,241",27,"3,268","35,328"
ASE,2014,"8,716","8,926","14,060",115,"31,817","3,544",34,"3,578","35,395"
ASE,2015,"8,986","9,674","15,447",156,"34,263","4,850",81,"4,931","39,194"
Sub-Total for ASE,,"93,319","128,089","229,679","1,022","452,109","31,651",373,"32,024","484,133"
ASG,2004,0,"3,602","27,309",58,"30,969","25,696",16,"25,712","56,681"
ASG,2005,0,"5,108","27,627",19,"32,754","28,497",16,"28,513","61,267"
ASG,2006,0,"4,581","20,586",187,"25,354","16,079",78,"16,157","41,511"
ASG,2007,0,"3,495","15,593",17,"19,105","8,310",2,"8,312","27,417"
ASG,2008,0,"3,625","17,009",38,"20,672","10,635",14,"10,649","31,321"
ASG,2009,0,"3,206","16,428",21,"19,655","13,350",6,"13,356","33,011"
ASG,2010,0,"2,615","15,913",26,"18,554","10,386",52,"10,438","28,992"
ASG,2011,0,"2,609","15,646",62,"18,317","7,969",0,"7,969","26,286"
ASG,2012,2,"2,035","15,613",30,"17,680","7,207",2,"7,209","24,889"
ASG,2013,0,"1,773","14,854",11,"16,638","8,168",0,"8,168","24,806"
ASG,2014,0,"1,759","14,568",33,"16,360","8,443",8,"8,451","24,811"
ASG,2015,0,"1,630","15,325",29,"16,984","11,706",2,"11,708","28,692"
Sub-Total for ASG,,2,"36,038","216,471",531,"253,042","156,446",196,"156,642","409,684"
ASH,2004,0,444,"57,624",54,"58,122","65,129",72,"65,201","123,323"
ASH,2005,0,586,"60,808",34,"61,428","66,085",60,"66,145","127,573"
ASH,2006,4,339,"57,053",62,"57,458","58,521",56,"58,577","116,035"
ASH,2007,4,312,"45,675",47,"46,038","51,141",172,"51,313","97,351"
ASH,2008,0,139,"44,352",11,"44,502","57,455",12,"57,467","101,969"
ASH,2009,0,162,"41,138",144,"41,444","49,239",12,"49,251","90,695"
ASH,2010,0,323,"34,887",26,"35,236","38,645",230,"38,875","74,111"
ASH,2011,129,169,"29,759",11,"30,068","35,760",8,"35,768","65,836"
ASH,2012,0,174,"25,850",51,"26,075","29,596",9,"29,605","55,680"
ASH,2013,2,307,"26,337",18,"26,664","29,051",252,"29,303","55,967"
ASH,2014,3,309,"26,864",46,"27,222","30,294",22,"30,316","57,538"
ASH,2015,1,382,"25,982",40,"26,405","26,000",30,"26,030","52,435"
Sub-Total for ASH,,143,"3,646","476,329",544,"480,662","536,916",935,"537,851","1,018,513"
ATL,2004,"697,966","254,127","11,187","1,513","964,793",0,0,0,"964,793"
ATL,2005,"692,165","275,568","10,767","1,886","980,386",0,0,0,"980,386"
ATL,2006,"673,734","291,762","9,417","1,534","976,447",0,0,0,"976,447"
ATL,2007,"722,461","257,222","11,110",824,"991,617",10,0,10,"991,627"
ATL,2008,"750,597","217,245","9,196","1,046","978,084",0,0,0,"978,084"
ATL,2009,"721,166","240,924","7,060","1,108","970,258",0,0,0,"970,258"
ATL,2010,"719,826","222,150","7,269",874,"950,119",0,0,0,"950,119"
ATL,2011,"726,452","190,372","6,792",375,"923,991",0,0,0,"923,991"
ATL,2012,"740,151","181,776","7,743",428,"930,098",0,0,0,"930,098"
ATL,2013,"725,189","178,456","7,234",195,"911,074",0,0,0,"911,074"
ATL,2014,"734,632","125,700","7,789",238,"868,359",0,0,0,"868,359"
ATL,2015,"780,326","94,223","7,291",657,"882,497",0,0,0,"882,497"
Sub-Total for ATL,,"8,684,665","2,529,525","102,855","10,678","11,327,723",10,0,10,"11,327,733"
ATW,2004,"5,199","17,569","20,014",72,"42,854","7,696",36,"7,732","50,586"
ATW,2005,"5,482","16,851","20,415",67,"42,815","6,843",56,"6,899","49,714"
ATW,2006,"1,642","19,520","20,832",98,"42,092","7,011",14,"7,025","49,117"
ATW,2007,"1,314","19,491","19,207",107,"40,119","5,441",46,"5,487","45,606"
ATW,2008,"2,277","16,255","16,777",121,"35,430","5,642",178,"5,820","41,250"
ATW,2009,"2,283","13,780","12,879",116,"29,058","5,300",106,"5,406","34,464"
ATW,2010,"2,970","13,435","15,178",138,"31,721","5,345",128,"5,473","37,194"
ATW,2011,"2,010","12,815","13,257",63,"28,145","5,752",22,"5,774","33,919"
ATW,2012,"2,446","10,769","14,264",104,"27,583","7,398",138,"7,536","35,119"
ATW,2013,"2,467","10,112","14,140",111,"26,830","7,495",78,"7,573","34,403"
ATW,2014,"3,881","8,938","14,010",138,"26,967","5,895",118,"6,013","32,980"
ATW,2015,"4,433","7,767","15,070",149,"27,419","6,134",126,"6,260","33,679"
Sub-Total for ATW,,"36,404","167,302","196,043","1,284","401,033","75,952","1,046","76,998","478,031"
AUS,2004,"92,886","29,564","79,768","9,408","211,626","5,148","5,076","10,224","221,850"
AUS,2005,"99,804","24,110","74,115","7,529","205,558","5,137","2,315","7,452","213,010"
AUS,2006,"95,675","25,697","74,079","5,726","201,177","3,293",971,"4,264","205,441"
AUS,2007,"102,576","30,099","69,872","4,472","207,019","4,180","1,050","5,230","212,249"
AUS,2008,"104,845","26,800","68,315","3,817","203,777","3,044",892,"3,936","207,713"
AUS,2009,"92,540","17,098","55,971","5,197","170,806","2,439","1,269","3,708","174,514"
AUS,2010,"93,037","17,951","55,622","6,118","172,728","3,380",806,"4,186","176,914"
AUS,2011,"95,220","17,891","53,407","6,332","172,850","3,063",418,"3,481","176,331"
AUS,2012,"97,995","15,996","49,907","5,813","169,711","1,998",539,"2,537","172,248"
AUS,2013,"101,901","17,343","48,962","5,459","173,665","2,372",610,"2,982","176,647"
AUS,2014,"105,187","17,009","50,725","6,463","179,384","2,486",598,"3,084","182,468"
AUS,2015,"114,068","15,358","49,146","8,002","186,574","3,871",748,"4,619","191,193"
Sub-Total for AUS,,"1,195,734","254,916","729,889","74,336","2,254,875","40,411","15,292","55,703","2,310,578"
AVL,2004,"3,947","19,018","30,065","2,147","55,177","14,138","1,909","16,047","71,224"
AVL,2005,"2,971","19,530","31,482","2,244","56,227","13,181","1,124","14,305","70,532"
AVL,2006,"2,744","18,389","34,650","2,361","58,144","14,544","1,685","16,229","74,373"
AVL,2007,"1,807","19,255","38,711","2,383","62,156","18,130","1,388","19,518","81,674"
AVL,2008,"1,327","19,049","33,096","2,389","55,861","19,816","1,163","20,979","76,840"
AVL,2009,363,"17,234","28,175","2,459","48,231","16,950","1,256","18,206","66,437"
AVL,2010,"1,160","19,605","28,843","3,271","52,879","12,909","1,552","14,461","67,340"
AVL,2011,"3,476","17,433","27,164","2,648","50,721","10,103","1,192","11,295","62,016"
AVL,2012,"3,691","14,193","26,321","3,327","47,532","12,870","1,260","14,130","61,662"
AVL,2013,"5,131","11,988","26,335","3,261","46,715","14,898","1,338","16,236","62,951"
AVL,2014,"5,768","10,285","26,390","4,125","46,568","19,524","2,768","22,292","68,860"
AVL,2015,"5,972","10,028","27,748","4,139","47,887","13,784","1,511","15,295","63,182"
Sub-Total for AVL,,"38,357","196,007","358,980","34,754","628,098","180,847","18,146","198,993","827,091"
AVP,2004,"10,037","12,418","25,139","1,010","48,604","39,032",577,"39,609","88,213"
AVP,2005,"9,107","15,333","21,786",448,"46,674","34,706",437,"35,143","81,817"
AVP,2006,"8,067","14,114","23,399",442,"46,022","31,871",614,"32,485","78,507"
AVP,2007,"8,356","12,136","23,132",634,"44,258","29,193",400,"29,593","73,851"
AVP,2008,"7,542","11,379","20,326",437,"39,684","25,029",254,"25,283","64,967"
AVP,2009,846,"14,330","26,337",708,"42,221","20,953",158,"21,111","63,332"
AVP,2010,805,"14,747","25,459",461,"41,472","15,913",62,"15,975","57,447"
AVP,2011,813,"16,732","16,446",515,"34,506","18,476",75,"18,551","53,057"
AVP,2012,"1,744","14,506","11,576",413,"28,239","4,603",2,"4,605","32,844"
AVP,2013,"1,743","13,397","12,198",509,"27,847","9,112",28,"9,140","36,987"
AVP,2014,"1,596","12,176","11,312",641,"25,725","16,482",18,"16,500","42,225"
AVP,2015,"2,286","12,721","13,483",558,"29,048","28,334",33,"28,367","57,415"
Sub-Total for AVP,,"52,942","163,989","230,593","6,776","454,300","273,704","2,658","276,362","730,662"
AZO,2004,"2,494","15,735","36,774",163,"55,166","46,207",0,"46,207","101,373"
AZO,2005,"2,724","15,364","34,330",203,"52,621","35,259",40,"35,299","87,920"
AZO,2006,"1,445","14,438","30,349",88,"46,320","22,691",54,"22,745","69,065"
AZO,2007,"1,164","13,337","24,930",105,"39,536","22,593",2,"22,595","62,131"
AZO,2008,"1,405","11,614","24,296",87,"37,402","23,131",0,"23,131","60,533"
AZO,2009,868,"9,190","21,522",80,"31,660","18,858",8,"18,866","50,526"
AZO,2010,390,"10,223","19,833",121,"30,567","20,775",86,"20,861","51,428"
AZO,2011,495,"10,219","17,398",165,"28,277","17,428",28,"17,456","45,733"
AZO,2012,193,"9,216","18,014",281,"27,704","17,641",26,"17,667","45,371"
AZO,2013,34,"8,717","17,445",127,"26,323","17,620",8,"17,628","43,951"
AZO,2014,96,"8,224","15,935",111,"24,366","17,474",20,"17,494","41,860"
AZO,2015,942,"6,051","17,524",204,"24,721","16,181",30,"16,211","40,932"
Sub-Total for AZO,,"12,250","132,328","278,350","1,735","424,663","275,858",302,"276,160","700,823"
BAF,2004,0,731,"23,020","5,476","29,227","27,173","3,976","31,149","60,376"
BAF,2005,24,658,"23,591","4,516","28,789","28,276","3,776","32,052","60,841"
BAF,2006,0,588,"25,218","4,125","29,931","34,015","4,216","38,231","68,162"
BAF,2007,2,536,"24,872","3,576","28,986","31,203","2,921","34,124","63,110"
BAF,2008,8,727,"29,694","2,987","33,416","23,938","1,805","25,743","59,159"
BAF,2009,6,740,"29,668","4,119","34,533","22,740","2,293","25,033","59,566"
BAF,2010,9,623,"29,783","4,339","34,754","24,339","2,891","27,230","61,984"
BAF,2011,5,712,"23,551","3,223","27,491","22,200","2,009","24,209","51,700"
BAF,2012,8,663,"25,065","3,681","29,417","19,626","2,624","22,250","51,667"
BAF,2013,5,744,"21,506","3,191","25,446","16,333","2,362","18,695","44,141"
BAF,2014,22,770,"20,286","4,620","25,698","13,342","3,284","16,626","42,324"
BAF,2015,22,834,"17,993","4,350","23,199","9,569","3,395","12,964","36,163"
Sub-Total for BAF,,111,"8,326","294,247","48,203","350,887","272,754","35,552","308,306","659,193"
BAK,2004,279,"1,060","22,384","1,352","25,075","9,576",632,"10,208","35,283"
BAK,2005,128,868,"21,182","1,575","23,753","10,942","1,242","12,184","35,937"
BAK,2006,21,795,"22,866","2,364","26,046","13,213","2,294","15,507","41,553"
BAK,2007,75,454,"24,780","2,107","27,416","8,584","1,408","9,992","37,408"
BAK,2008,98,338,"24,823","2,126","27,385","10,586","1,404","11,990","39,375"
BAK,2009,8,150,"23,622","1,741","25,521","9,750","1,015","10,765","36,286"
BAK,2010,22,160,"21,315",918,"22,415","10,485",418,"10,903","33,318"
BAK,2011,22,562,"24,222","1,710","26,516","8,180","1,820","10,000","36,516"
BAK,2012,347,"1,805","25,710","1,711","29,573","9,091","1,700","10,791","40,364"
BAK,2013,34,889,"22,780","1,929","25,632","9,205","2,871","12,076","37,708"
BAK,2014,57,792,"22,902","1,296","25,047","10,232","1,876","12,108","37,155"
BAK,2015,43,975,"24,300","1,520","26,838","11,736","2,592","14,328","41,166"
Sub-Total for BAK,,"1,134","8,848","280,886","20,349","311,217","121,580","19,272","140,852","452,069"
BAZ,2010,2,95,"4,865",52,"5,014","5,255",326,"5,581","10,595"
BAZ,2011,0,588,"14,623",295,"15,506","13,129",877,"14,006","29,512"
BAZ,2012,9,"1,142","14,059",264,"15,474","13,943",198,"14,141","29,615"
BAZ,2013,4,"1,027","16,826",419,"18,276","22,406",606,"23,012","41,288"
BAZ,2014,0,994,"16,188","1,268","18,450","18,854","1,090","19,944","38,394"
BAZ,2015,9,793,"16,886","1,553","19,241","21,522","1,598","23,120","42,361"
Sub-Total for BAZ,,24,"4,639","83,447","3,851","91,961","95,109","4,695","99,804","191,765"
BBG,2009,652,128,"1,122",21,"1,923",119,1,120,"2,043"
BBG,2010,"1,856","1,685","3,678",135,"7,354",107,0,107,"7,461"
BBG,2011,"2,531",745,"3,776",42,"7,094",82,0,82,"7,176"
BBG,2012,"2,908",573,"4,011",77,"7,569",101,0,101,"7,670"
BBG,2013,"2,953",427,"3,454",213,"7,047",45,4,49,"7,096"
BBG,2014,"1,351",814,"3,814",349,"6,328",68,6,74,"6,402"
BBG,2015,226,"1,341","3,730",773,"6,070",88,29,117,"6,187"
Sub-Total for BBG,,"12,477","5,713","23,585","1,610","43,385",610,40,650,"44,035"
BCT,2004,0,"9,102","37,560",73,"46,735","40,916",415,"41,331","88,066"
BCT,2005,0,"8,017","40,001",82,"48,100","38,109",399,"38,508","86,608"
BCT,2006,0,"7,832","46,609",53,"54,494","36,292",240,"36,532","91,026"
BCT,2007,0,"8,775","44,783",49,"53,607","40,755",325,"41,080","94,687"
BCT,2008,0,"10,420","39,017",73,"49,510","29,755",122,"29,877","79,387"
BCT,2009,42,"5,325","32,844",29,"38,240","10,828",10,"10,838","49,078"
BCT,2010,0,"5,709","34,234",47,"39,990","14,091",30,"14,121","54,111"
BCT,2011,0,"6,530","35,898",99,"42,527","14,506",68,"14,574","57,101"
BCT,2012,0,"6,673","34,586",61,"41,320","9,140",88,"9,228","50,548"
BCT,2013,0,"7,216","31,968",220,"39,404","9,328",101,"9,429","48,833"
BCT,2014,0,"7,883","33,607",81,"41,571","18,377",273,"18,650","60,221"
BCT,2015,0,"8,732","32,295",152,"41,179","21,124",138,"21,262","62,441"
Sub-Total for BCT,,42,"92,214","443,402","1,019","536,677","283,221","2,209","285,430","822,107"
